job_role,main_skill,additional_skills,education,experience_years,projects_count,certifications_count,is_user_ready_for_job,targeted_job,skills_required_to_learn
Backend Developer,"Java, Spring Boot, Node.js","DSA, MongoDB, Git, AWS, REST API",B.Tech,Fresher,0,2,No,Backend Developer,"Java, Spring Boot, Node.js"
Java Developer,"Java, OOP, Spring","Git, Linux, CI/CD, DSA, MongoDB",B.Sc,Fresher,0,4,No,Java Developer,OOP
Data Scientist,"Python, Machine Learning, Statistics","MongoDB, System Design, Firebase, CI/CD",Diploma,Fresher,1,3,No,Data Scientist,"Statistics, Machine Learning, Python"
Backend Developer,"Java, Spring Boot, Node.js","Git, System Design, CI/CD",B.Tech,Fresher,0,0,No,Backend Developer,Spring Boot
Python Developer,"Python, Flask, Django","Firebase, DSA, MongoDB",B.Sc,0-1,1,3,No,Python Developer,"Django, Python, Flask"
Frontend Developer,"HTML, CSS, JavaScript","Linux, Firebase, REST API, CI/CD",Diploma,0-1,6,1,Yes,Frontend Developer,None
Data Analyst,"Python, SQL, Excel","Git, Docker, DSA, System Design",M.Sc,0-1,6,4,Yes,Data Analyst,None
Flutter Developer,"Dart, Flutter","REST API, DSA",B.Sc,1-3,3,4,Yes,Flutter Developer,None
Backend Developer,"Java, Spring Boot, Node.js","REST API, AWS, MongoDB, System Design, DSA",B.Sc,1-3,2,3,Yes,Backend Developer,None
Backend Developer,"Java, Spring Boot, Node.js","Git, Docker, Firebase, MongoDB, Linux",B.Tech,0-1,3,1,Yes,Backend Developer,None
Backend Developer,"Java, Spring Boot, Node.js","Firebase, Docker",B.Tech,Fresher,6,0,No,Backend Developer,"Node.js, Java, Spring Boot"
Data Scientist,"Python, Machine Learning, Statistics","System Design, DSA, CI/CD",M.Sc,Fresher,2,0,No,Data Scientist,"Statistics, Python, Machine Learning"
Java Developer,"Java, OOP, Spring","REST API, Linux, DSA, Git",B.Sc,Fresher,4,0,No,Java Developer,OOP
Android Developer,"Java, Kotlin, Android SDK","System Design, Firebase, MongoDB",BCA,3-5,1,0,No,Android Developer,"Kotlin, Java, Android SDK"
Full Stack Developer,"JavaScript, React, Node.js","Docker, Firebase, DSA, REST API, System Design",Diploma,1-3,3,2,Yes,Full Stack Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Git, DSA, Docker, MongoDB, Linux",B.Sc,0-1,1,4,No,ML Engineer,TensorFlow
Data Analyst,"Python, SQL, Excel","Firebase, Linux, MongoDB, REST API, System Design",BCA,0-1,0,2,No,Data Analyst,SQL
ML Engineer,"Python, Deep Learning, TensorFlow","Git, Firebase, System Design",Diploma,1-3,2,3,Yes,ML Engineer,None
Flutter Developer,"Dart, Flutter","System Design, CI/CD, Docker, Git",M.Sc,0-1,3,3,Yes,Flutter Developer,None
Data Scientist,"Python, Machine Learning, Statistics","REST API, Docker, Firebase",B.Sc,3-5,0,0,No,Data Scientist,"Python, Machine Learning"
Full Stack Developer,"JavaScript, React, Node.js","CI/CD, AWS",BCA,Fresher,4,4,Yes,Full Stack Developer,None
Data Analyst,"Python, SQL, Excel","AWS, Linux, Firebase",BCA,1-3,2,3,Yes,Data Analyst,None
Java Developer,"Java, OOP, Spring","AWS, MongoDB, System Design",B.Sc,3-5,2,2,Yes,Java Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","DSA, Linux, REST API",BCA,1-3,4,0,No,ML Engineer,Python
ML Engineer,"Python, Deep Learning, TensorFlow","Linux, Firebase, Git, System Design, REST API",Diploma,1-3,6,4,Yes,ML Engineer,None
Backend Developer,"Java, Spring Boot, Node.js","REST API, AWS, DSA, CI/CD, Firebase",B.Sc,3-5,4,0,No,Backend Developer,"Java, Spring Boot"
Data Analyst,"Python, SQL, Excel","Git, AWS, MongoDB, Firebase, DSA",M.Sc,1-3,6,1,Yes,Data Analyst,None
Android Developer,"Java, Kotlin, Android SDK","MongoDB, DSA, Firebase, Docker",Diploma,3-5,3,4,Yes,Android Developer,None
Full Stack Developer,"JavaScript, React, Node.js","REST API, System Design, DSA",Diploma,3-5,1,0,No,Full Stack Developer,JavaScript
Flutter Developer,"Dart, Flutter","DSA, Docker, CI/CD, REST API, AWS",MCA,1-3,6,1,Yes,Flutter Developer,None
Data Scientist,"Python, Machine Learning, Statistics","REST API, Firebase, MongoDB",MCA,0-1,0,1,No,Data Scientist,"Python, Machine Learning"
Full Stack Developer,"JavaScript, React, Node.js","CI/CD, Firebase",B.Sc,Fresher,6,1,Yes,Full Stack Developer,None
Frontend Developer,"HTML, CSS, JavaScript","Git, MongoDB, AWS",BCA,0-1,4,3,Yes,Frontend Developer,None
Data Scientist,"Python, Machine Learning, Statistics","Git, MongoDB, System Design",BCA,0-1,6,4,Yes,Data Scientist,None
Frontend Developer,"HTML, CSS, JavaScript","CI/CD, System Design",M.Sc,3-5,1,1,No,Frontend Developer,"CSS, JavaScript, HTML"
Backend Developer,"Java, Spring Boot, Node.js","Linux, System Design, MongoDB, DSA",BCA,0-1,1,1,No,Backend Developer,"Node.js, Spring Boot"
Android Developer,"Java, Kotlin, Android SDK","System Design, Docker",MCA,0-1,4,1,Yes,Android Developer,None
Flutter Developer,"Dart, Flutter","AWS, System Design, Git, Docker, Firebase",B.Tech,1-3,5,0,No,Flutter Developer,Dart
Python Developer,"Python, Flask, Django","CI/CD, REST API, System Design, Linux",MCA,0-1,6,3,Yes,Python Developer,None
Java Developer,"Java, OOP, Spring","AWS, Git, Docker",Diploma,Fresher,3,0,No,Java Developer,"Spring, OOP"
Data Scientist,"Python, Machine Learning, Statistics","Firebase, DSA, AWS, REST API, Linux",B.Tech,Fresher,6,3,Yes,Data Scientist,None
Frontend Developer,"HTML, CSS, JavaScript","Firebase, REST API, MongoDB, CI/CD, Git",B.Sc,0-1,1,3,No,Frontend Developer,JavaScript
Data Scientist,"Python, Machine Learning, Statistics","System Design, Docker, Linux, REST API",MCA,0-1,4,1,Yes,Data Scientist,None
Backend Developer,"Java, Spring Boot, Node.js","System Design, MongoDB, Docker, DSA, Git",B.Sc,0-1,0,3,No,Backend Developer,"Spring Boot, Node.js"
Data Scientist,"Python, Machine Learning, Statistics","AWS, REST API, Firebase, Linux",Diploma,1-3,0,3,No,Data Scientist,"Python, Machine Learning"
Data Analyst,"Python, SQL, Excel","Firebase, DSA, MongoDB, Linux",BCA,Fresher,1,4,No,Data Analyst,"SQL, Excel"
Android Developer,"Java, Kotlin, Android SDK","Firebase, Git, AWS, Linux",B.Tech,3-5,3,0,No,Android Developer,Kotlin
Backend Developer,"Java, Spring Boot, Node.js","Git, Docker, CI/CD, Firebase",B.Sc,0-1,0,3,No,Backend Developer,"Node.js, Spring Boot"
Backend Developer,"Java, Spring Boot, Node.js","MongoDB, DSA, Firebase",MCA,1-3,4,0,No,Backend Developer,"Java, Node.js, Spring Boot"
ML Engineer,"Python, Deep Learning, TensorFlow","System Design, Git, Firebase, Linux",BCA,3-5,6,3,Yes,ML Engineer,None
Backend Developer,"Java, Spring Boot, Node.js","REST API, AWS, System Design, Firebase",B.Tech,Fresher,4,2,Yes,Backend Developer,None
Android Developer,"Java, Kotlin, Android SDK","System Design, MongoDB, DSA, AWS",B.Sc,Fresher,3,0,No,Android Developer,"Kotlin, Android SDK, Java"
Backend Developer,"Java, Spring Boot, Node.js","Git, Firebase, MongoDB, Docker, DSA",B.Tech,Fresher,5,0,No,Backend Developer,"Node.js, Java"
ML Engineer,"Python, Deep Learning, TensorFlow","DSA, Docker, Firebase, CI/CD",MCA,1-3,2,4,Yes,ML Engineer,None
ML Engineer,"Python, Deep Learning, TensorFlow","AWS, System Design, DSA, MongoDB",MCA,0-1,5,0,No,ML Engineer,"Deep Learning, TensorFlow, Python"
Flutter Developer,"Dart, Flutter","MongoDB, Git, Firebase, DSA",B.Sc,3-5,1,0,No,Flutter Developer,"Flutter, Dart"
Python Developer,"Python, Flask, Django","Firebase, Git, Docker",B.Tech,3-5,1,0,No,Python Developer,"Django, Flask, Python"
Python Developer,"Python, Flask, Django","CI/CD, REST API, AWS, Firebase",B.Tech,1-3,0,4,No,Python Developer,"Django, Python, Flask"
Android Developer,"Java, Kotlin, Android SDK","DSA, Git, REST API, Docker, Firebase",Diploma,Fresher,0,3,No,Android Developer,"Android SDK, Java, Kotlin"
Data Analyst,"Python, SQL, Excel","Docker, Linux",B.Tech,Fresher,0,1,No,Data Analyst,Excel
Data Analyst,"Python, SQL, Excel","MongoDB, Linux, System Design",B.Tech,3-5,3,4,Yes,Data Analyst,None
Python Developer,"Python, Flask, Django","Linux, Git",Diploma,0-1,0,1,No,Python Developer,Python
Java Developer,"Java, OOP, Spring","Linux, MongoDB, DSA, Docker",Diploma,1-3,5,4,Yes,Java Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Git, REST API, AWS",B.Tech,Fresher,1,0,No,ML Engineer,"Deep Learning, Python"
Data Analyst,"Python, SQL, Excel","Firebase, CI/CD, Linux, Git, MongoDB",Diploma,Fresher,5,1,Yes,Data Analyst,None
Flutter Developer,"Dart, Flutter","REST API, DSA, Firebase, Docker, CI/CD",BCA,3-5,3,2,Yes,Flutter Developer,None
Data Analyst,"Python, SQL, Excel","REST API, DSA",MCA,0-1,2,3,Yes,Data Analyst,None
Java Developer,"Java, OOP, Spring","System Design, Linux",MCA,3-5,4,0,No,Java Developer,Spring
ML Engineer,"Python, Deep Learning, TensorFlow","MongoDB, Firebase, Git, DSA",BCA,3-5,6,2,Yes,ML Engineer,None
Flutter Developer,"Dart, Flutter","DSA, REST API, MongoDB",MCA,Fresher,5,3,Yes,Flutter Developer,None
Flutter Developer,"Dart, Flutter","Firebase, Git",B.Tech,0-1,2,1,Yes,Flutter Developer,None
Backend Developer,"Java, Spring Boot, Node.js","Firebase, REST API",Diploma,3-5,3,0,No,Backend Developer,"Spring Boot, Java, Node.js"
Backend Developer,"Java, Spring Boot, Node.js","CI/CD, Firebase, REST API, Docker, Git",B.Sc,0-1,4,1,Yes,Backend Developer,None
Full Stack Developer,"JavaScript, React, Node.js","REST API, Firebase, Docker, System Design",Diploma,Fresher,4,1,Yes,Full Stack Developer,None
Flutter Developer,"Dart, Flutter","CI/CD, Docker, System Design, Linux, DSA",MCA,3-5,1,4,No,Flutter Developer,Flutter
Data Analyst,"Python, SQL, Excel","MongoDB, AWS, Firebase",BCA,3-5,3,2,Yes,Data Analyst,None
Frontend Developer,"HTML, CSS, JavaScript","Git, CI/CD",B.Tech,Fresher,3,3,Yes,Frontend Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Docker, REST API, DSA",B.Tech,3-5,3,3,Yes,ML Engineer,None
Frontend Developer,"HTML, CSS, JavaScript","REST API, MongoDB, Docker",B.Tech,1-3,1,4,No,Frontend Developer,"HTML, JavaScript"
Data Scientist,"Python, Machine Learning, Statistics","CI/CD, Firebase, MongoDB",Diploma,3-5,2,4,Yes,Data Scientist,None
Data Scientist,"Python, Machine Learning, Statistics","DSA, AWS",B.Tech,0-1,1,2,No,Data Scientist,Machine Learning
Data Scientist,"Python, Machine Learning, Statistics","System Design, MongoDB",B.Sc,Fresher,4,4,Yes,Data Scientist,None
Data Scientist,"Python, Machine Learning, Statistics","Firebase, Docker, AWS, MongoDB",M.Sc,Fresher,5,4,Yes,Data Scientist,None
Data Scientist,"Python, Machine Learning, Statistics","DSA, MongoDB, Firebase",BCA,Fresher,1,4,No,Data Scientist,"Statistics, Python, Machine Learning"
Java Developer,"Java, OOP, Spring","DSA, Git, MongoDB",B.Sc,3-5,2,4,Yes,Java Developer,None
Flutter Developer,"Dart, Flutter","Firebase, CI/CD, System Design, REST API, AWS",Diploma,3-5,2,4,Yes,Flutter Developer,None
Java Developer,"Java, OOP, Spring","Docker, REST API, System Design, Firebase, Linux",B.Tech,1-3,5,3,Yes,Java Developer,None
Java Developer,"Java, OOP, Spring","AWS, System Design, MongoDB",M.Sc,1-3,3,3,Yes,Java Developer,None
Flutter Developer,"Dart, Flutter","CI/CD, MongoDB, Firebase",B.Sc,3-5,4,2,Yes,Flutter Developer,None
Data Analyst,"Python, SQL, Excel","REST API, System Design, MongoDB",M.Sc,3-5,5,4,Yes,Data Analyst,None
ML Engineer,"Python, Deep Learning, TensorFlow","Linux, CI/CD, AWS, DSA",B.Tech,1-3,6,1,Yes,ML Engineer,None
ML Engineer,"Python, Deep Learning, TensorFlow","System Design, DSA, Docker, REST API",B.Tech,Fresher,5,0,No,ML Engineer,TensorFlow
Full Stack Developer,"JavaScript, React, Node.js","AWS, CI/CD",BCA,3-5,4,4,Yes,Full Stack Developer,None
Java Developer,"Java, OOP, Spring","Linux, Docker, DSA",MCA,Fresher,4,4,Yes,Java Developer,None
Data Scientist,"Python, Machine Learning, Statistics","MongoDB, Git, CI/CD, Firebase, DSA",B.Tech,3-5,0,4,No,Data Scientist,"Statistics, Machine Learning, Python"
Frontend Developer,"HTML, CSS, JavaScript","Docker, Linux",Diploma,3-5,0,0,No,Frontend Developer,"JavaScript, HTML, CSS"
Frontend Developer,"HTML, CSS, JavaScript","Git, REST API",B.Sc,Fresher,4,3,Yes,Frontend Developer,None
Data Scientist,"Python, Machine Learning, Statistics","MongoDB, REST API, Docker, System Design",BCA,3-5,4,2,Yes,Data Scientist,None
Backend Developer,"Java, Spring Boot, Node.js","AWS, System Design, DSA, REST API",B.Sc,Fresher,4,0,No,Backend Developer,Java
Flutter Developer,"Dart, Flutter","CI/CD, DSA",MCA,Fresher,5,4,Yes,Flutter Developer,None
Backend Developer,"Java, Spring Boot, Node.js","AWS, REST API, Docker",Diploma,3-5,5,1,Yes,Backend Developer,None
Data Scientist,"Python, Machine Learning, Statistics","REST API, CI/CD, AWS, Firebase, DSA",BCA,Fresher,6,3,Yes,Data Scientist,None
Python Developer,"Python, Flask, Django","Firebase, CI/CD",MCA,3-5,0,4,No,Python Developer,Flask
Data Analyst,"Python, SQL, Excel","MongoDB, REST API, AWS",MCA,3-5,6,3,Yes,Data Analyst,None
Data Scientist,"Python, Machine Learning, Statistics","REST API, AWS, DSA",BCA,Fresher,3,2,Yes,Data Scientist,None
Full Stack Developer,"JavaScript, React, Node.js","MongoDB, Docker, DSA, Linux, AWS",BCA,0-1,5,3,Yes,Full Stack Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","MongoDB, Firebase, Git, System Design, CI/CD",MCA,0-1,1,3,No,ML Engineer,"Deep Learning, TensorFlow"
Java Developer,"Java, OOP, Spring","MongoDB, CI/CD, DSA, System Design",Diploma,1-3,3,2,Yes,Java Developer,None
Data Analyst,"Python, SQL, Excel","AWS, Docker, DSA, CI/CD, MongoDB",B.Sc,3-5,6,4,Yes,Data Analyst,None
Python Developer,"Python, Flask, Django","CI/CD, REST API, Firebase, DSA, Docker",B.Sc,Fresher,5,0,No,Python Developer,"Python, Flask, Django"
Frontend Developer,"HTML, CSS, JavaScript","Firebase, DSA, Linux, System Design",BCA,Fresher,2,1,Yes,Frontend Developer,None
ML Engineer,"Python, Deep Learning, TensorFlow","Docker, CI/CD, Linux, Git",MCA,3-5,1,3,No,ML Engineer,Python
Full Stack Developer,"JavaScript, React, Node.js","REST API, MongoDB",M.Sc,1-3,0,4,No,Full Stack Developer,JavaScript
Data Analyst,"Python, SQL, Excel","DSA, REST API, Docker",BCA,1-3,4,4,Yes,Data Analyst,None
Java Developer,"Java, OOP, Spring","Git, MongoDB, DSA, AWS, CI/CD",B.Sc,1-3,4,4,Yes,Java Developer,None
Backend Developer,"Java, Spring Boot, Node.js","Firebase, REST API",Diploma,1-3,4,1,Yes,Backend Developer,None
Python Developer,"Python, Flask, Django","DSA, AWS, Firebase, CI/CD, REST API",B.Sc,Fresher,3,2,Yes,Python Developer,None
Flutter Developer,"Dart, Flutter","Linux, REST API, System Design, MongoDB, CI/CD",B.Sc,Fresher,4,2,Yes,Flutter Developer,None
Data Analyst,"Python, SQL, Excel","Docker, Firebase, AWS, CI/CD, System Design",MCA,3-5,1,3,No,Data Analyst,"SQL, Excel"
Data Analyst,"Python, SQL, Excel","System Design, Firebase, DSA",MCA,Fresher,6,2,Yes,Data Analyst,None
Flutter Developer,"Dart, Flutter","CI/CD, REST API, AWS",MCA,3-5,1,0,No,Flutter Developer,Flutter
Java Developer,"Java, OOP, Spring","Linux, System Design, AWS",Diploma,Fresher,2,2,Yes,Java Developer,None
Java Developer,"Java, OOP, Spring","MongoDB, CI/CD, Docker, REST API, AWS",MCA,Fresher,3,3,Yes,Java Developer,None
Data Analyst,"Python, SQL, Excel","AWS, System Design, Git, MongoDB, Firebase",B.Tech,3-5,3,2,Yes,Data Analyst,None
Backend Developer,"Java, Spring Boot, Node.js","Docker, REST API",MCA,3-5,2,4,Yes,Backend Developer,None
Data Analyst,"Python, SQL, Excel","Git, Linux, REST API",B.Sc,3-5,6,3,Yes,Data Analyst,None
Data Scientist,"Python, Machine Learning, Statistics","AWS, Git, REST API, System Design, DSA",MCA,0-1,0,3,No,Data Scientist,Statistics
Data Scientist,"Python, Machine Learning, Statistics","Firebase, System Design, MongoDB",B.Sc,3-5,1,2,No,Data Scientist,"Statistics, Machine Learning"
Android Developer,"Java, Kotlin, Android SDK","Linux, Git, AWS, System Design",Diploma,1-3,6,3,Yes,Android Developer,None
Backend Developer,"Java, Spring Boot, Node.js","AWS, MongoDB, Docker, CI/CD",BCA,3-5,2,1,Yes,Backend Developer,None
Frontend Developer,"HTML, CSS, JavaScript","AWS, REST API, CI/CD, Firebase",BCA,Fresher,0,1,No,Frontend Developer,"CSS, JavaScript, HTML"
Python Developer,"Python, Flask, Django","MongoDB, Firebase",BCA,3-5,5,2,Yes,Python Developer,None
Backend Developer,"Java, Spring Boot, Node.js","Docker, CI/CD, Linux, System Design, DSA",MCA,Fresher,4,4,Yes,Backend Developer,None
Frontend Developer,"HTML, CSS, JavaScript","Firebase, Linux, CI/CD, AWS",B.Tech,1-3,5,0,No,Frontend Developer,"HTML, CSS, JavaScript"
Full Stack Developer,"JavaScript, React, Node.js","Linux, CI/CD, Firebase",B.Sc,Fresher,3,4,Yes,Full Stack Developer,None
Flutter Developer,"Dart, Flutter","CI/CD, AWS",B.Sc,Fresher,5,2,Yes,Flutter Developer,None
Java Developer,"Java, OOP, Spring","AWS, Firebase",Diploma,0-1,5,4,Yes,Java Developer,None
Flutter Developer,"Dart, Flutter","Git, MongoDB, Linux",B.Sc,1-3,1,2,No,Flutter Developer,Dart
Backend Developer,"Java, Spring Boot, Node.js","Git, Docker, Linux, CI/CD, REST API",B.Sc,0-1,4,3,Yes,Backend Developer,None
Data Analyst,"Python, SQL, Excel","REST API, DSA, Docker, System Design",B.Tech,3-5,5,2,Yes,Data Analyst,None
Flutter Developer,"Dart, Flutter","DSA, Firebase, MongoDB, Git, Docker",BCA,Fresher,1,4,No,Flutter Developer,"Dart, Flutter"
Full Stack Developer,"JavaScript, React, Node.js","DSA, AWS, MongoDB",M.Sc,Fresher,2,3,Yes,Full Stack Developer,None
